240	30
241	30
242	30
243	30
244	5.982E+14
245	6.92E+14
246	1.2548E+15
247	1.81765E+15
248	2.3805E+15
249	6.2733E+15
250	4.13712E+16
251	1.42335E+17
252	1.72727E+17
253	1.44892E+17
254	6.91682E+16
255	1.4012E+16
256	1.3799E+15
257	4.419E+14
259	30
260	30
261	30
262	30
263	30
264	30
265	30
266	30
267	30
268	30
269	30
270	30
271	30
272	30
273	30
274	30
275	30
276	30
277	30
278	30
279	30
280	30
281	30
282	30
283	30
284	30
285	30
286	30
287	30
288	30
289	30
290	30
291	30
292	30
293	30
294	30
295	1.3174E+15
296	7.545E+14
297	7.545E+14
298	3.168E+14
299	8.796E+14
300	8.796E+14
301	1.1298E+15
302	6.92E+14
303	6.9E+12
304	6.9E+12
305	6.9E+12
306	6.9E+12
307	6.9E+12
308	6.9E+12
309	6.92E+14
310	1.8802E+15
311	4.1315E+15
312	3.5061E+15
313	2.8807E+15
314	1.1923E+15
315	140
316	140
317	140
318	140
319	140
320	140
321	140
322	140
323	140
324	140
325	140
326	140
327	140
328	140
329	140
330	140
331	140
332	140
333	140
334	140
335	140
336	140
337	140
338	140
339	140
340	140
341	100
342	100
343	100
344	100
345	100
346	100
347	100
348	30
349	30
350	30
351	30
352	30
353	30
354	30
355	30
356	30
357	30
358	30
359	30
360	30
361	30
362	30
363	30
364	30
365	30
366	30
367	30
368	30
369	30
370	30
371	30
372	30
373	30
374	30
375	30
376	30
377	30
378	30
379	30
380	30
381	30
382	30
383	30
384	30
385	30
386	30
387	30
388	30
389	30
390	30
391	30
392	30
393	30
394	30
395	30
396	30
397	30
398	30
399	30
400	30
401	5.669E+14
402	2.6306E+15
403	2.97455E+15
404	3.3185E+15
405	2.1616E+15
406	1.0047E+15
407	30
408	30
409	30
410	30
411	30
412	30
413	30
414	30
415	30
416	30
417	30
418	30
419	30
420	30
421	30
422	30
423	30
424	30
425	30
426	30
427	30
428	30
429	30
430	30
431	30
432	30
433	30
434	30
435	30
436	30
437	30
438	30
439	30
440	30
441	30
442	30
443	30
444	30
445	30
446	30
447	30
448	30
449	30
450	30
451	30
452	30
453	30
454	30
455	30
456	30
457	30
458	30
459	30
460	30
461	30
462	30
463	30
464	30
465	30
466	30
467	30
468	30
469	30
470	30
471	30
472	30
473	30
474	30
475	30
476	30
477	30
478	30
479	30
480	30
481	30
482	30
483	30
484	30
485	30
486	30
487	30
488	30
489	30
490	30
491	30
492	30
493	30
494	30
495	30
496	30
497	30
498	30
499	30
500	30
