185,1.79E-17,0
188,1.81E-17,0
190,1.79E-17,0
195,1.61E-17,0
200,1.26E-17,0
205,8.67E-18,0
210,4.98E-18,0
215,2.47E-18,0
220,1.25E-18,0
225,6.20E-19,0
230,3.40E-19,0
235,1.80E-19,0
240,1.10E-19,0.0028
245,7.00E-20,0.0027
250,5.40E-20,0.0025
255,4.90E-20,0.0025
260,4.60E-20,0.0026
265,4.30E-20,0.0028
270,3.90E-20,0.0031
275,3.40E-20,0.0033
280,2.80E-20,0.0036
285,2.20E-20,0.004
290,1.60E-20,0.0044
295,1.20E-20,0.0048
300,7.80E-21,0.0054
305,5.00E-21,0.0061
310,2.90E-21,0.0069
315,1.70E-21,0.0081
320,8.50E-22,0.0094
325,4.40E-22,0.0111
330,2.20E-22,0.0119
335,1.10E-22,0.014
340,5.30E-23,0.0139
345,1.80E-23,0
350,8.00E-24,0
355,2.90E-24,0
360,1.80E-24,0
