186.0505,,6.22E-19
187.7975,,5.76E-19
189.5775,,5.26E-19
191.392,,4.77E-19
193.2415,,4.29E-19
195.1265,,3.85E-19
197.049,3.44E-19,3.49E-19
199.01,3.20E-19,3.24E-19
201.01,3.12E-19,3.15E-19
203.05,3.24E-19,3.26E-19
205.133,3.62E-19,3.63E-19
207.2595,4.32E-19,4.33E-19
209.4295,5.42E-19,5.39E-19
211.646,6.96E-19,6.93E-19
213.91,9.06E-19,9.03E-19
216.2225,1.19E-18,1.18E-18
218.5855,1.55E-18,1.54E-18
221.001,2.01E-18,1.99E-18
223.4705,2.56E-18,2.55E-18
225.996,3.23E-18,3.22E-18
228.579,4.03E-18,4.01E-18
231.2215,4.92E-18,4.90E-18
233.926,5.89E-18,5.90E-18
236.6945,6.92E-18,6.93E-18
239.5295,7.99E-18,8.02E-18
242.433,9.05E-18,9.08E-18
245.408,9.95E-18,1.00E-17
248.457,1.07E-17,1.08E-17
251.5825,1.12E-17,1.13E-17
254.7875,1.14E-17,1.15E-17
258.075,1.11E-17,1.12E-17
261.449,1.05E-17,1.06E-17
264.9125,9.52E-18,9.68E-18
268.4685,8.23E-18,8.40E-18
272.1215,6.81E-18,6.98E-18
275.8755,5.31E-18,5.47E-18
279.734,3.91E-18,4.06E-18
283.702,2.71E-18,2.82E-18
287.7845,1.75E-18,1.84E-18
291.9865,1.05E-18,1.13E-18
296.3125,5.94E-19,6.51E-19
299.0035,4.07E-19,4.52E-19
300,3.51E-19,3.92E-19
301,3.05E-19,3.43E-19
302,2.69E-19,3.03E-19
303,2.29E-19,2.62E-19
304,2.06E-19,2.34E-19
305,1.73E-19,2.01E-19
306,1.56E-19,1.79E-19
307,1.33E-19,1.55E-19
308,1.15E-19,1.35E-19
309,1.04E-19,1.22E-19
310,8.50E-20,1.02E-19
311,7.76E-20,9.24E-20
312,6.53E-20,7.95E-20
313,5.62E-20,6.91E-20
314,5.05E-20,6.25E-20
315,4.08E-20,5.19E-20
316,3.82E-20,4.77E-20
317,3.11E-20,4.02E-20
318,2.94E-20,3.72E-20
319,2.11E-20,2.89E-20
320,2.41E-20,2.99E-20
321,1.43E-20,2.10E-20
322.5,1.57E-20,2.05E-20
324.5,1.02E-20,1.41E-20
326.5,6.58E-21,1.01E-20
330,4.83E-21,6.97E-21
335,2.04E-21,3.20E-21
340,7.97E-22,1.46E-21
345,,7.79E-22
350,,3.06E-22
355,,1.36E-22
360,,6.94E-23
365,,3.05E-23
370,,1.30E-23
375,,8.50E-24
380,,5.72E-24
385,,5.42E-24
390,,6.68E-24
395,,9.56E-24
400,,1.15E-23
405,,1.58E-23
410,,2.58E-23
415,,2.95E-23
420,,3.93E-23
425,,6.56E-23
430,,6.97E-23
435,,8.82E-23
440,,1.37E-22
445,,1.65E-22
450,,1.85E-22
455,,2.18E-22
460,,3.66E-22
465,,3.67E-22
470,,4.10E-22
475,,4.81E-22
480,,7.54E-22
485,,8.13E-22
490,,8.16E-22
495,,9.08E-22
500,,1.21E-21
505,,1.60E-21
510,,1.58E-21
515,,1.66E-21
520,,1.83E-21
525,,2.19E-21
530,,2.67E-21
535,,2.87E-21
540,,2.95E-21
545,,3.19E-21
550,,3.37E-21
555,,3.58E-21
560,,3.98E-21
565,,4.39E-21
570,,4.67E-21
575,,4.81E-21
580,,4.64E-21
585,,4.46E-21
590,,4.47E-21
595,,4.76E-21
600,,5.13E-21
605,,5.14E-21
610,,4.78E-21
615,,4.38E-21
620,,4.06E-21
625,,3.82E-21
630,,3.56E-21
635,,3.27E-21
640,,2.97E-21
645,,2.71E-21
650,,2.51E-21
655,,2.31E-21
660,,2.10E-21
665,,1.90E-21
670,,1.70E-21
675,,1.51E-21
680,,1.37E-21
685,,1.26E-21
690,,1.13E-21
695,,9.89E-22
700,,8.68E-22
705,,7.84E-22
710,,7.31E-22
715,,6.96E-22
720,,6.22E-22
725,,5.43E-22
730,,4.78E-22
735,,4.42E-22
740,,4.32E-22
745,,4.47E-22
750,,4.25E-22
755,,3.38E-22
760,,2.86E-22
765,,2.62E-22
770,,2.60E-22
775,,2.94E-22
780,,3.18E-22
785,,2.62E-22
790,,2.08E-22
795,,1.73E-22
800,,1.57E-22
805,,1.56E-22
810,,1.86E-22
815,,2.21E-22
820,,2.06E-22
825,,1.45E-22
