190,3.99E-18,3.93E-18
192,3.60E-18,3.51E-18
194,3.51E-18,3.53E-18
196,3.66E-18,3.83E-18
198,3.93E-18,4.22E-18
200,4.16E-18,4.66E-18
202,4.33E-18,4.75E-18
204,4.40E-18,4.74E-18
206,4.45E-18,4.67E-18
208,4.51E-18,4.71E-18
210,4.68E-18,4.90E-18
212,4.93E-18,5.22E-18
214,5.24E-18,5.51E-18
216,5.53E-18,5.93E-18
218,5.74E-18,6.21E-18
220,5.82E-18,6.33E-18
222,5.78E-18,6.23E-18
224,5.58E-18,5.97E-18
226,5.27E-18,5.62E-18
228,4.87E-18,5.16E-18
230,4.41E-18,4.65E-18
232,3.97E-18,4.09E-18
234,3.62E-18,3.62E-18
236,3.24E-18,3.24E-18
238,2.95E-18,2.95E-18
240,2.73E-18,2.72E-18
242,2.53E-18,2.50E-18
244,2.34E-18,2.24E-18
246,2.14E-18,2.02E-18
248,1.94E-18,1.78E-18
250,1.74E-18,1.57E-18
252,1.58E-18,1.38E-18
254,1.36E-18,1.16E-18
256,1.16E-18,9.62E-19
258,9.86E-19,7.95E-19
260,8.28E-19,6.47E-19
262,6.89E-19,5.25E-19
264,5.69E-19,4.22E-19
266,4.67E-19,3.37E-19
268,3.80E-19,2.67E-19
270,3.08E-19,2.11E-19
272,2.48E-19,1.65E-19
274,1.98E-19,1.28E-19
276,1.58E-19,9.94E-20
278,1.25E-19,7.66E-20
280,9.88E-20,5.88E-20
282,7.77E-20,4.50E-20
284,6.10E-20,3.42E-20
286,4.81E-20,2.60E-20
288,3.75E-20,1.97E-20
290,2.88E-20,1.49E-20
292,2.22E-20,1.05E-20
294,1.70E-20,7.57E-21
296,1.28E-20,5.47E-21
298,9.51E-21,3.95E-21
300,7.19E-21,2.85E-21
302,5.30E-21,2.06E-21
304,3.94E-21,1.49E-21
306,2.98E-21,1.07E-21
308,2.26E-21,7.80E-22
310,1.71E-21,6.00E-22
312,1.27E-21,4.00E-22
314,9.50E-22,2.90E-22
316,7.10E-22,2.10E-22
318,5.30E-22,1.50E-22
320,3.90E-22,1.10E-22
322,2.90E-22,7.90E-23
324,2.10E-22,5.70E-23
326,1.60E-22,4.10E-23
328,9.00E-23,3.00E-23
330,9.00E-23,2.20E-23
332,7.00E-23,1.60E-23
334,5.00E-23,1.10E-23
336,4.00E-23,8.10E-24
338,3.00E-23,5.90E-24
340,2.00E-23,4.20E-24
