175.4,8.11E-19,8.11E-19
176.4,8.11E-19,8.11E-19
177,8.11E-19,8.11E-19
178.6,7.99E-19,7.99E-19
180.2,7.86E-19,7.86E-19
181.8,7.63E-19,7.63E-19
183.5,7.29E-19,7.29E-19
185.2,6.88E-19,6.88E-19
186.9,6.22E-19,6.22E-19
188.7,5.76E-19,5.76E-19
190.5,5.26E-19,5.26E-19
192.3,4.76E-19,4.76E-19
194.2,4.28E-19,4.28E-19
196.1,3.83E-19,3.83E-19
198,3.47E-19,3.47E-19
200,3.23E-19,3.23E-19
202,3.14E-19,3.14E-19
204.1,3.26E-19,3.26E-19
206.2,3.64E-19,3.64E-19
208.3,4.34E-19,4.34E-19
210.5,5.42E-19,5.42E-19
212.8,6.99E-19,6.99E-19
215,9.20E-19,9.20E-19
217.4,1.19E-18,1.19E-18
219.8,1.55E-18,1.55E-18
222.2,1.99E-18,1.99E-18
224.7,2.56E-18,2.56E-18
227.3,3.23E-18,3.23E-18
229.9,4.00E-18,4.00E-18
232.6,4.83E-18,4.83E-18
235.3,5.79E-18,5.79E-18
238.1,6.86E-18,6.86E-18
239.1,7.97E-18,7.97E-18
240.1,7.97E-18,7.97E-18
241,7.97E-18,7.97E-18
243.9,9.00E-18,9.00E-18
246.9,1.00E-17,1.00E-17
250.1,1.08E-17,1.09E-17
253.2,1.13E-17,1.14E-17
256.4,1.15E-17,1.16E-17
259.7,1.12E-17,1.13E-17
263.2,1.06E-17,1.06E-17
266.7,9.65E-18,9.59E-18
270.3,8.34E-18,8.31E-18
274,6.92E-18,6.89E-18
277.8,5.42E-18,5.35E-18
281.7,4.02E-18,3.91E-18
285.7,2.77E-18,2.67E-18
289.9,1.79E-18,1.73E-18
294.1,1.09E-18,1.04E-18
298.5,6.24E-19,5.85E-19
303,3.43E-19,3.16E-19
307.7,1.85E-19,1.66E-19
312.5,9.80E-20,8.67E-20
317.5,5.00E-20,4.33E-20
322.5,2.49E-20,2.09E-20
327.5,1.20E-20,9.37E-21
332.5,6.17E-21,4.71E-21
337.5,2.74E-21,1.98E-21
342.5,1.17E-21,7.70E-22
347.5,5.90E-22,1.70E-22
352.5,2.70E-22,0.00E+00
357.5,1.10E-22,0.00E+00
362.5,5.00E-23,0.00E+00
410,1.20E-23,1.20E-23
420,2.20E-23,2.20E-23
440,1.12E-22,1.12E-22
460,3.28E-22,3.28E-22
480,6.84E-22,6.84E-22
500,1.22E-21,1.22E-21
520,1.82E-21,1.82E-21
540,2.91E-21,2.91E-21
560,3.94E-21,3.94E-21
580,4.59E-21,4.59E-21
600,5.11E-21,5.11E-21
620,4.00E-21,4.00E-21
640,2.96E-21,2.96E-21
660,2.09E-21,2.09E-21
680,1.36E-21,1.36E-21
700,9.10E-22,9.10E-22
