320,4.54E-21
321,5.44E-21
322,6.15E-21
323,6.37E-21
324,6.90E-21
325,7.17E-21
326,7.34E-21
327,7.56E-21
328,7.53E-21
329,7.70E-21
330,7.79E-21
331,7.95E-21
332,7.97E-21
333,8.12E-21
334,8.29E-21
335,8.28E-21
336,8.41E-21
337,8.47E-21
338,8.49E-21
339,8.47E-21
340,8.43E-21
341,8.42E-21
342,8.42E-21
343,8.32E-21
344,8.23E-21
345,8.12E-21
346,8.03E-21
347,7.97E-21
348,7.86E-21
349,7.78E-21
350,7.68E-21
351,7.63E-21
352,7.50E-21
353,7.39E-21
354,7.29E-21
355,7.20E-21
356,7.08E-21
357,6.86E-21
358,6.63E-21
359,6.40E-21
360,6.18E-21
361,5.94E-21
362,5.72E-21
363,5.53E-21
364,5.33E-21
365,5.12E-21
366,4.94E-21
367,4.76E-21
368,4.55E-21
369,4.39E-21
370,4.25E-21
371,4.07E-21
372,3.88E-21
373,3.79E-21
374,3.70E-21
375,3.56E-21
376,3.45E-21
377,3.33E-21
378,3.23E-21
379,3.13E-21
380,2.96E-21
381,2.80E-21
382,2.64E-21
383,2.48E-21
384,2.31E-21
385,2.15E-21
386,1.96E-21
387,1.81E-21
388,1.66E-21
389,1.48E-21
390,1.35E-21
391,1.22E-21
392,1.09E-21
393,9.90E-22
394,8.90E-22
395,8.10E-22
396,7.30E-22
397,6.80E-22
398,6.30E-22
399,5.90E-22
400,5.60E-22
401,5.20E-22
402,4.90E-22
403,4.50E-22
404,4.30E-22
405,4.00E-22
406,3.70E-22
407,3.50E-22
408,3.30E-22
409,3.00E-22
410,2.80E-22
411,2.50E-22
412,2.20E-22
413,2.10E-22
414,1.90E-22
415,1.90E-22
416,1.60E-22
417,1.50E-22
418,1.30E-22
419,1.30E-22
420,1.20E-22
421,1.20E-22
422,1.20E-22
423,1.00E-22
424,1.00E-23
425,9.00E-23
426,8.00E-23
427,8.00E-23
428,7.00E-23
429,8.00E-23
430,8.00E-23
431,9.00E-23
432,8.00E-23
433,9.00E-23
434,1.00E-22
435,8.00E-23
436,9.00E-23
437,9.00E-23
438,1.00E-22
439,1.00E-22
440,1.00E-22
441,8.00E-23
442,7.00E-23
443,8.00E-23
444,9.00E-23
445,8.00E-23
446,8.00E-23
447,8.00E-23
448,7.00E-23
449,6.00E-23
450,6.00E-23
,
,
