200,2.82E-18,2.70E-18
205,2.84E-18,2.93E-18
210,3.14E-18,3.15E-18
215,3.42E-18,3.25E-18
220,3.32E-18,3.35E-18
225,2.78E-18,2.68E-18
230,2.08E-18,2.00E-18
235,1.48E-18,1.48E-18
240,1.05E-18,9.67E-19
245,7.64E-19,7.32E-19
250,5.60E-19,4.97E-19
255,4.32E-19,3.94E-19
260,3.38E-19,2.91E-19
265,2.65E-19,2.32E-19
270,2.05E-19,1.73E-19
275,1.57E-19,1.36E-19
280,1.19E-19,9.83E-20
285,8.80E-20,7.49E-20
290,6.41E-20,5.15E-20
295,4.38E-20,3.78E-20
300,3.13E-20,2.40E-20
305,2.24E-20,1.78E-20
310,1.60E-20,1.16E-20
315,1.14E-20,8.69E-21
320,8.31E-21,5.78E-21
325,6.13E-21,4.54E-21
330,4.66E-21,3.29E-21
335,3.67E-21,2.80E-21
340,3.02E-21,2.30E-21
345,2.58E-21,2.08E-21
350,2.29E-21,1.86E-21
355,2.08E-21,1.78E-21
360,2.00E-21,1.69E-21
365,1.80E-21,1.53E-21
370,1.59E-21,1.36E-21
375,1.41E-21,1.20E-21
380,1.21E-21,1.04E-21
385,1.37E-21,9.05E-22
390,9.10E-22,7.70E-22
395,7.60E-22,6.45E-22
400,6.40E-22,5.20E-22
405,5.40E-22,4.30E-22
410,4.40E-22,3.40E-22
415,3.60E-22,2.85E-22
420,3.20E-22,2.30E-22
425,2.30E-22,1.80E-22
430,1.90E-22,1.30E-22
